,title,devanagari,verse_text,verse_text_no_samdhis
532,14.10,"रजस्तमश्चाभिभूय सत्त्वं भवति भारत ।
रजः सत्त्वं तमश्चैव तमः सत्त्वं रजस्तथा ॥ १४.१० ॥","rajas tamaś cābhibhūya
sattvaṁ bhavati bhārata
rajaḥ sattvaṁ tamaś caiva
tamaḥ sattvaṁ rajas tathā",rajaḥ tamaḥ ca abhibhūya sattvam bhavati bhārata rajaḥ sattvam tamaḥ ca eva tamaḥ sattvam rajaḥ tathā
533,14.11,"सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते ।
ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत ॥ १४.११ ॥","sarva-dvāreṣu dehe ’smin
prakāśa upajāyate
jñānaṁ yadā tadā vidyād
vivṛddhaṁ sattvam ity uta",sarva dvāreṣu dehe asmin prakāśaḥ upajāyate jñānam yadā tadā vidyāt vivṛddham sattvam iti uta
534,14.12,"लोभः प्रवृत्तिरारम्भः कर्मणामशमः स्पृहा ।
रजस्येतानि जायन्ते विवृद्धे भरतर्षभ ॥ १४.१२ ॥","lobhaḥ pravṛttir ārambhaḥ
karmaṇām aśamaḥ spṛhā
rajasy etāni jāyante
vivṛddhe bharatarṣabha",lobhaḥ pravṛttiḥ ārambhaḥ karmaṇām aśamaḥ spṛhā rajasi etāni jāyante vivṛddhe bharata ṛṣabha
535,14.13,"अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च ।
तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन ॥ १४.१३ ॥","aprakāśo ’pravṛttiś ca
pramādo moha eva ca
tamasy etāni jāyante
vivṛddhe kuru-nandana",aprakāśaḥ apravṛttiḥ ca pramādaḥ mohaḥ eva ca tamasi etāni jāyante vivṛddhe kuru nandana
536,14.14,"यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् ।
तदोत्तमविदां लोकानमलान्प्रतिपद्यते ॥ १४.१४ ॥","yadā sattve pravṛddhe tu
pralayaṁ yāti deha-bhṛt
tadottama-vidāṁ lokān
amalān pratipadyate",yadā sattve pravṛddhe tu pralayam yāti deha bhṛt tadā uttama vidām lokān amalān pratipadyate
537,14.15,"रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते ।
तथा प्रलीनस्तमसि मूढयोनिषु जायते ॥ १४.१५ ॥","rajasi pralayaṁ gatvā
karma-saṅgiṣu jāyate
tathā pralīnas tamasi
mūḍha-yoniṣu jāyate",rajasi pralayam gatvā karma saṅgiṣu jāyate tathā pralīnaḥ tamasi mūḍha yoniṣu jāyate
538,14.16,"कर्मणः सुकृतस्याहुः सात्त्विकं निर्मलं फलम् ।
रजसस्तु फलं दुःखमज्ञानं तमसः फलम् ॥ १४.१६ ॥","karmaṇaḥ sukṛtasyāhuḥ
sāttvikaṁ nirmalaṁ phalam
rajasas tu phalaṁ duḥkham
ajñānaṁ tamasaḥ phalam",karmaṇaḥ su kṛtasya āhuḥ sāttvikam nirmalam phalam rajasaḥ tu phalam duḥkham ajñānam tamasaḥ phalam
539,14.17,"सत्त्वात्संजायते ज्ञानं रजसो लोभ एव च ।
प्रमादमोहौ तमसो भवतोऽज्ञानमेव च ॥ १४.१७ ॥","sattvāt sañjāyate jñānaṁ
rajaso lobha eva ca
pramāda-mohau tamaso
bhavato ’jñānam eva ca",sattvāt sañjāyate jñānam rajasaḥ lobhaḥ eva ca pramāda mohau tamasaḥ bhavataḥ ajñānam eva ca
540,14.18,"ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः ।
जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसाः ॥ १४.१८ ॥","ūrdhvaṁ gacchanti sattva-sthā
madhye tiṣṭhanti rājasāḥ
jaghanya-guṇa-vṛtti-sthā
adho gacchanti tāmasāḥ",ūrdhvam gacchanti sattva sthāḥ madhye tiṣṭhanti rājasāḥ jaghanya guṇa vṛtti sthāḥ adhaḥ gacchanti tāmasāḥ
541,14.19,"नान्यं गुणेभ्यः कर्तारं यदा द्रष्टानुपश्यति ।
गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति ॥ १४.१९ ॥","nānyaṁ guṇebhyaḥ kartāraṁ
yadā draṣṭānupaśyati
guṇebhyaś ca paraṁ vetti
mad-bhāvaṁ so ’dhigacchati",na anyam guṇebhyaḥ kartāram yadā draṣṭā anupaśyati guṇebhyaḥ ca param vetti mat bhāvam saḥ adhigacchati
542,14.20,"गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान् ।
जन्ममृत्युजरादुःखैर्विमुक्तोऽमृतमश्नुते ॥ १४.२० ॥","guṇān etān atītya trīn
dehī deha-samudbhavān
janma-mṛtyu-jarā-duḥkhair
vimukto ’mṛtam aśnute",guṇān etān atītya trīn dehī deha samudbhavān janma mṛtyu jarā duḥkhaiḥ vimuktaḥ amṛtam aśnute
543,14.21,"अर्जुन उवाच ।
कैर्लिङ्गैस्त्रीन्गुणानेतानतीतो भवति प्रभो
किमाचारः कथं चैतांस्त्रीन्गुणानतिवर्तते ॥ १४.२१ ॥","arjuna uvāca
kair liṅgais trīn guṇān etān
atīto bhavati prabho
kim-ācāraḥ kathaṁ caitāṁs
trīn guṇān ativartate",arjunaḥ uvāca kaiḥ liṅgaiḥ trīn guṇān etān atītaḥ bhavati prabho kim ācāraḥ katham ca etān trīn guṇān ativartate
544,14.22,"श्रीभगवानुवाच ।
प्रकाशं च प्रवृत्तिं च मोहमेव च पाण्डव
न द्वेष्टि संप्रवृत्तानि न निवृत्तानि काङ्क्षति ॥ १४.२२ ॥","śrī-bhagavān uvāca
prakāśaṁ ca pravṛttiṁ ca
moham eva ca pāṇḍava
na dveṣṭi sampravṛttāni
na nivṛttāni kāṅkṣati",śrī bhagavān uvāca prakāśam ca pravṛttim ca moham eva ca pāṇḍava na dveṣṭi sampravṛttāni na nivṛttāni kāṅkṣati
545,14.23,"उदासीनवदासीनो गुणैर्यो न विचाल्यते ।
गुणा वर्तन्त इत्येव योऽवतिष्ठति नेङ्गते ॥ १४.२३ ॥","udāsīna-vad āsīno
guṇair yo na vicālyate
guṇā vartanta ity evaṁ
yo ’vatiṣṭhati neṅgate",udāsīna vat āsīnaḥ guṇaiḥ yaḥ na vicālyate guṇāḥ vartante iti evam yaḥ avatiṣṭhati na iṅgate
546,14.24,"समदुःखसुखः स्वस्थः समलोष्टाश्मकाञ्चनः ।
तुल्यप्रियाप्रियो धीरस्तुल्यनिन्दात्मसंस्तुतिः ॥ १४.२४ ॥","sama-duḥkha-sukhaḥ sva-sthaḥ
sama-loṣṭāśma-kāñcanaḥ
tulya-priyāpriyo dhīras
tulya-nindātma-saṁstutiḥ",sama duḥkha sukhaḥ sva sthaḥ sama loṣṭa aśma kāñcanaḥ tulya priya apriyaḥ dhīraḥ tulya nindā ātma saṁstutiḥ
547,14.25,"मानापमानयोस्तुल्यस्तुल्यो मित्रारिपक्षयोः ।
सर्वारम्भपरित्यागी गुणातीतः स उच्यते ॥ १४.२५ ॥","mānāpamānayos tulyas
tulyo mitrāri-pakṣayoḥ
sarvārambha-parityāgī
guṇātītaḥ sa ucyate",māna apamānayoḥ tulyaḥ tulyaḥ mitra ari pakṣayoḥ sarva ārambha parityāgī guṇa atītaḥ saḥ ucyate
548,14.26,"मां च योऽव्यभिचारेण भक्तियोगेन सेवते ।
स गुणान्समतीत्यैतान्ब्रह्मभूयाय कल्पते ॥ १४.२६ ॥","māṁ ca yo ’vyabhicāreṇa
bhakti-yogena sevate
sa guṇān samatītyaitān
brahma-bhūyāya kalpate",mām ca yaḥ avyabhicāreṇa bhakti yogena sevate saḥ guṇān samatītya etān brahma bhūyāya kalpate
549,14.27,"ब्रह्मणो हि प्रतिष्ठाहममृतस्याव्ययस्य च ।
शाश्वतस्य च धर्मस्य सुखस्यैकान्तिकस्य च ॥ १४.२७ ॥","brahmaṇo hi pratiṣṭhāham
amṛtasyāvyayasya ca
śāśvatasya ca dharmasya
sukhasyaikāntikasya ca",brahmaṇaḥ hi pratiṣṭhā aham amṛtasya avyayasya ca śāśvatasya ca dharmasya sukhasya aikāntikasya ca
550,15.1,"श्रीभगवानुवाच ।
ऊर्ध्वमूलमधःशाखमश्वत्थं प्राहुरव्ययम्
छन्दांसि यस्य पर्णानि यस्तं वेद स वेदवित् ॥ १५.१ ॥","śrī-bhagavān uvāca
ūrdhva-mūlam adhaḥ-śākham
aśvatthaṁ prāhur avyayam
chandāṁsi yasya parṇāni
yas taṁ veda sa veda-vit",śrī bhagavān uvāca ūrdhva mūlam adhaḥ śākham aśvattham prāhuḥ avyayam chandāṁsi yasya parṇāni yaḥ tam veda saḥ veda vit
551,15.2,"अधश्चोर्ध्वं प्रसृतास्तस्य शाखा
गुणप्रवृद्धा विषयप्रवालाः ।
अधश्च मूलान्यनुसंततानि
कर्मानुबन्धीनि मनुष्यलोके ॥ १५.२ ॥","adhaś cordhvaṁ prasṛtās tasya śākhā
guṇa-pravṛddhā viṣaya-pravālāḥ
adhaś ca mūlāny anusantatāni
karmānubandhīni manuṣya-loke",adhaḥ ca ūrdhvam prasṛtāḥ tasya śākhāḥ guṇa pravṛddhāḥ viṣaya pravālāḥ adhaḥ ca mūlāni anusantatāni karma anubandhīni manuṣya loke
552,15.3,"न रूपमस्येह तथोपलभ्यते
नान्तो न चादिर्न च संप्रतिष्ठा ।
अश्वत्थमेनं सुविरूढमूल-
मसङ्गशस्त्रेण दृढेन छित्त्वा ॥ १५.३ ॥","na rūpam asyeha tathopalabhyate
nānto na cādir na ca sampratiṣṭhā
aśvattham enaṁ su-virūḍha-mūlam
asaṅga-śastreṇa dṛḍhena chittvā",na rūpam asya iha tathā upalabhyate na antaḥ na ca ādiḥ na ca sampratiṣṭhā aśvattham enam su virūḍha mūlam asaṅga śastreṇa dṛḍhena chittvā
553,15.4,"ततः पदं तत्परिमार्गितव्यं
यस्मिन्गता न निवर्तन्ति भूयः ।
तमेव चाद्यं पुरुषं प्रपद्ये
यतः प्रवृत्तिः प्रसृता पुराणी ॥ १५.४ ॥","tataḥ padaṁ tat parimārgitavyaṁ
yasmin gatā na nivartanti bhūyaḥ
tam eva cādyaṁ puruṣaṁ prapadye
yataḥ pravṛttiḥ prasṛtā purāṇī",tataḥ padam tat parimārgitavyam yasmin gatāḥ na nivartanti bhūyaḥ tam eva ca ādyam puruṣam prapadye yataḥ pravṛttiḥ prasṛtā purāṇi
554,15.5,"निर्मानमोहा जितसङ्गदोषा
अध्यात्मनित्या विनिवृत्तकामाः ।
द्वन्द्वैर्विमुक्ताः सुखदुःखसंज्ञै-
र्गच्छन्त्यमूढाः पदमव्ययं तत् ॥ १५.५ ॥","nirmāna-mohā jita-saṅga-doṣā
adhyātma-nityā vinivṛtta-kāmāḥ
dvandvair vimuktāḥ sukha-duḥkha-saṁjñair
gacchanty amūḍhāḥ padam avyayaṁ tat",niḥ māna mohāḥ jita saṅga doṣāḥ adhyātma nityāḥ vinivṛtta kāmāḥ dvandvaiḥ vimuktāḥ sukha duḥkha saṁjñaiḥ gacchanti amūḍhāḥ padam avyayam tat
555,15.6,"न तद्भासयते सूर्यो न शशाङ्को न पावकः ।
यद्गत्वा न निवर्तन्ते तद्धाम परमं मम ॥ १५.६ ॥","na tad bhāsayate sūryo
na śaśāṅko na pāvakaḥ
yad gatvā na nivartante
tad dhāma paramaṁ mama",na tat bhāsayate sūryaḥ na śaśāṅkaḥ na pāvakaḥ yat gatvā na nivartante tat dhāma paramam mama
556,15.7,"ममैवांशो जीवलोके जीवभूतः सनातनः ।
मनःषष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति ॥ १५.७ ॥","mamaivāṁśo jīva-loke
jīva-bhūtaḥ sanātanaḥ
manaḥ-ṣaṣṭhānīndriyāṇi
prakṛti-sthāni karṣati",mama eva aṁśaḥ jīva loke jīva bhūtaḥ sanātanaḥ manaḥ ṣaṣṭhāni indriyāṇi prakṛti sthāni karṣati
557,15.8,"शरीरं यदवाप्नोति यच्चाप्युत्क्रामतीश्वरः ।
गृहित्वैतानि संयाति वायुर्गन्धानिवाशयात् ॥ १५.८ ॥","śarīraṁ yad avāpnoti
yac cāpy utkrāmatīśvaraḥ
gṛhītvaitāni saṁyāti
vāyur gandhān ivāśayāt",śarīram yat avāpnoti yat ca api utkrāmati īśvaraḥ gṛhītvā etāni saṁyāti vāyuḥ gandhān iva āśayāt
558,15.9,"श्रोत्रं चक्षुः स्पर्शनं च रसनं घ्राणमेव च ।
अधिष्ठाय मनश्चायं विषयानुपसेवते ॥ १५.९ ॥","śrotraṁ cakṣuḥ sparśanaṁ ca
rasanaṁ ghrāṇam eva ca
adhiṣṭhāya manaś cāyaṁ
viṣayān upasevate",śrotram cakṣuḥ sparśanam ca rasanam ghrāṇam eva ca adhiṣṭhāya manaḥ ca ayam viṣayān upasevate
559,15.10,"उत्क्रामन्तं स्थितं वापि भुञ्जानं वा गुणान्वितम् ।
विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुषः ॥ १५.१० ॥","utkrāmantaṁ sthitaṁ vāpi
bhuñjānaṁ vā guṇānvitam
vimūḍhā nānupaśyanti
paśyanti jñāna-cakṣuṣaḥ",utkrāmantam sthitam vā api bhuñjānam vā guṇa anvitam vimūḍhāḥ na anupaśyanti paśyanti jñāna cakṣuṣaḥ
560,15.11,"यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम् ।
यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतसः ॥ १५.११ ॥","yatanto yoginaś cainaṁ
paśyanty ātmany avasthitam
yatanto ’py akṛtātmāno
nainaṁ paśyanty acetasaḥ",yatantaḥ yoginaḥ ca enam paśyanti ātmani avasthitam yatantaḥ api akṛta ātmānaḥ na enam paśyanti acetasaḥ
561,15.12,"यदादित्यगतं तेजो जगद्भासयतेऽखिलम् ।
यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम् ॥ १५.१२ ॥","yad āditya-gataṁ tejo
jagad bhāsayate ’khilam
yac candramasi yac cāgnau
tat tejo viddhi māmakam",yat āditya gatam tejaḥ jagat bhāsayate akhilam yat candramasi yat ca agnau tat tejaḥ viddhi māmakam
562,15.13,"गामाविश्य च भूतानि धारयाम्यहमोजसा ।
पुष्णामि चौषधीः सर्वाः सोमो भूत्वा रसात्मकः ॥ १५.१३ ॥","gām āviśya ca bhūtāni
dhārayāmy aham ojasā
puṣṇāmi cauṣadhīḥ sarvāḥ
somo bhūtvā rasātmakaḥ",gām āviśya ca bhūtāni dhārayāmi aham ojasā puṣṇāmi ca auṣadhīḥ sarvāḥ somaḥ bhūtvā rasa ātmakaḥ
563,15.14,"अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रितः ।
प्राणापानसमायुक्तः पचाम्यन्नं चतुर्विधम् ॥ १५.१४ ॥","ahaṁ vaiśvānaro bhūtvā
prāṇināṁ deham āśritaḥ
prāṇāpāna-samāyuktaḥ
pacāmy annaṁ catur-vidham",aham vaiśvānaraḥ bhūtvā prāṇinām deham āśritaḥ prāṇa apāna samāyuktaḥ pacāmi annam catuḥ vidham
564,15.15,"सर्वस्य चाहं हृदि संनिविष्टो
मत्तः स्मृतिर्ज्ञानमपोहनं च ।
वेदैश्च सर्वैरहमेव वेद्यो
वेदान्तकृद्वेदविदेव चाहम् ॥ १५.१५ ॥","sarvasya cāhaṁ hṛdi sanniviṣṭo
mattaḥ smṛtir jñānam apohanaṁ ca
vedaiś ca sarvair aham eva vedyo
vedānta-kṛd veda-vid eva cāham",sarvasya ca aham hṛdi sanniviṣṭaḥ mattaḥ smṛtiḥ jñānam apohanam ca vedaiḥ ca sarvaiḥ aham eva vedyaḥ vedānta kṛt veda vit eva ca aham
565,15.16,"द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च ।
क्षरः सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते ॥ १५.१६ ॥","dvāv imau puruṣau loke
kṣaraś cākṣara eva ca
kṣaraḥ sarvāṇi bhūtāni
kūṭa-stho ’kṣara ucyate",dvau imau puruṣau loke kṣaraḥ ca akṣaraḥ eva ca kṣaraḥ sarvāṇi bhūtāni kūṭa sthaḥ akṣaraḥ ucyate
566,15.17,"उत्तमः पुरुषस्त्वन्यः परमात्मेत्युदाहृतः ।
यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वरः ॥ १५.१७ ॥","uttamaḥ puruṣas tv anyaḥ
paramātmety udāhṛtaḥ
yo loka-trayam āviśya
bibharty avyaya īśvaraḥ",uttamaḥ puruṣaḥ tu anyaḥ parama ātmā iti udāhṛtaḥ yaḥ loka trayam āviśya bibharti avyayaḥ īśvaraḥ
567,15.18,"यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तमः ।
अतोऽस्मि लोके वेदे च प्रथितः पुरुषोत्तमः ॥ १५.१८ ॥","yasmāt kṣaram atīto ’ham
akṣarād api cottamaḥ
ato ’smi loke vede ca
prathitaḥ puruṣottamaḥ",yasmāt kṣaram atītaḥ aham akṣarāt api ca uttamaḥ ataḥ asmi loke vede ca prathitaḥ puruṣa uttamaḥ
568,15.19,"यो मामेवमसंमूढो जानाति पुरुषोत्तमम् ।
स सर्वविद्भजति मां सर्वभावेन भारत ॥ १५.१९ ॥","yo mām evam asammūḍho
jānāti puruṣottamam
sa sarva-vid bhajati māṁ
sarva-bhāvena bhārata",yaḥ mām evam asammūḍhaḥ jānāti puruṣa uttamam saḥ sarva vit bhajati mām sarva bhāvena bhārata
569,15.20,"इति गुह्यतमं शास्त्रमिदमुक्तं मयानघ ।
एतद्\u200cबुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत ॥ १५.२० ॥","iti guhya-tamaṁ śāstram
idam uktaṁ mayānagha
etad buddhvā buddhimān syāt
kṛta-kṛtyaś ca bhārata",iti guhya tamam śāstram idam uktam mayā anagha etat buddhvā buddhi mān syāt kṛta kṛtyaḥ ca bhārata
570,16.1,"श्रीभगवानुवाच ।
अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थितिः
दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम् ॥ १६.१ ॥","śrī-bhagavān uvāca
abhayaṁ sattva-saṁśuddhir
jñāna-yoga-vyavasthitiḥ
dānaṁ damaś ca yajñaś ca
svādhyāyas tapa ārjavam",śrī bhagavān uvāca abhayam sattva saṁśuddhiḥ jñāna yoga vyavasthitiḥ dānam damaḥ ca yajñaḥ ca svādhyāyaḥ tapaḥ ārjavam
571,16.2,"अहिंसा सत्यमक्रोधस्त्यागः शान्तिरपैशुनम् ।
दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम् ॥ १६.२ ॥","ahiṁsā satyam akrodhas
tyāgaḥ śāntir apaiśunam
dayā bhūteṣv aloluptvaṁ
mārdavaṁ hrīr acāpalam",ahiṁsā satyam akrodhaḥ tyāgaḥ śāntiḥ apaiśunam dayā bhūteṣu aloluptvam mārdavam hrīḥ acāpalam
572,16.3,"तेजः क्षमा धृतिः शौचमद्रोहो नातिमानिता ।
भवन्ति संपदं दैवीमभिजातस्य भारत ॥ १६.३ ॥","tejaḥ kṣamā dhṛtiḥ śaucam
adroho nāti-mānitā
bhavanti sampadaṁ daivīm
abhijātasya bhārata",tejaḥ kṣamā dhṛtiḥ śaucam adrohaḥ na ati mānitā bhavanti sampadam daivīm abhijātasya bhārata
573,16.4,"दम्भो दर्पोऽभिमानश्च क्रोधः पारुष्यमेव च ।
अज्ञानं चाभिजातस्य पार्थ संपदमासुरीम् ॥ १६.४ ॥","dambho darpo ’bhimānaś ca
krodhaḥ pāruṣyam eva ca
ajñānaṁ cābhijātasya
pārtha sampadam āsurīm",dambhaḥ darpaḥ abhimānaḥ ca krodhaḥ pāruṣyam eva ca ajñānam ca abhijātasya pārtha sampadam āsurīm
574,16.5,"दैवी संपद्विमोक्षाय निबन्धायासुरी मता ।
मा शुचः संपदं दैवीमभिजातोऽसि पाण्डव ॥ १६.५ ॥","daivī sampad vimokṣāya
nibandhāyāsurī matā
mā śucaḥ sampadaṁ daivīm
abhijāto ’si pāṇḍava",daivī sampat vimokṣāya nibandhāya āsurī matā mā śucaḥ sampadam daivīm abhijātaḥ asi pāṇḍava
575,16.6,"द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च ।
दैवो विस्तरशः प्रोक्त आसुरं पार्थ मे शृणु ॥ १६.६ ॥","dvau bhūta-sargau loke ’smin
daiva āsura eva ca
daivo vistaraśaḥ prokta
āsuraṁ pārtha me śṛṇu",dvau bhūta sargau loke asmin daivaḥ āsuraḥ eva ca daivaḥ vistaraśaḥ proktaḥ āsuram pārtha me śṛṇu
576,16.7,"प्रवृत्तिं च निवृत्तिं च जना न विदुरासुराः ।
न शौचं नापि चाचारो न सत्यं तेषु विद्यते ॥ १६.७ ॥","pravṛttiṁ ca nivṛttiṁ ca
janā na vidur āsurāḥ
na śaucaṁ nāpi cācāro
na satyaṁ teṣu vidyate",pravṛttim ca nivṛttim ca janāḥ na viduḥ āsurāḥ na śaucam na api ca ācāraḥ na satyam teṣu vidyate
577,16.8,"असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् ।
अपरस्परसंभूतं किमन्यत्कामहैतुकम् ॥ १६.८ ॥","asatyam apratiṣṭhaṁ te
jagad āhur anīśvaram
aparaspara-sambhūtaṁ
kim anyat kāma-haitukam",asatyam apratiṣṭham te jagat āhuḥ anīśvaram aparaspara sambhūtam kim anyat kāma haitukam
578,16.9,"एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धयः ।
प्रभवन्त्युग्रकर्माणः क्षयाय जगतोऽहिताः ॥ १६.९ ॥","etāṁ dṛṣṭim avaṣṭabhya
naṣṭātmāno ’lpa-buddhayaḥ
prabhavanty ugra-karmāṇaḥ
kṣayāya jagato ’hitāḥ",etām dṛṣṭim avaṣṭabhya naṣṭa ātmānaḥ alpa buddhayaḥ prabhavanti ugra karmāṇaḥ kṣayāya jagataḥ ahitāḥ
579,16.10,"काममाश्रित्य दुष्पूरं दम्भमानमदान्विताः ।
मोहाद्\u200cगृहीत्वासद्ग्राहान्प्रवर्तन्तेऽशुचिव्रताः ॥ १६.१० ॥","kāmam āśritya duṣpūraṁ
dambha-māna-madānvitāḥ
mohād gṛhītvāsad-grāhān
pravartante ’śuci-vratāḥ",kāmam āśritya duṣpūram dambha māna mada anvitāḥ mohāt gṛhītvā asat grāhān pravartante aśuci vratāḥ
580,16.11,"चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिताः ।
कामोपभोगपरमा एतावदिति निश्चिताः ॥ १६.११ ॥","cintām aparimeyāṁ ca
pralayāntām upāśritāḥ
kāmopabhoga-paramā
etāvad iti niścitāḥ",cintām aparimeyām ca pralaya antām upāśritāḥ kāma upabhoga paramāḥ etāvat iti niścitāḥ
581,16.12,"आशापाशशतैर्बद्धाः कामक्रोधपरायणाः ।
ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान् ॥ १६.१२ ॥","āśā-pāśa-śatair baddhāḥ
kāma-krodha-parāyaṇāḥ
īhante kāma-bhogārtham
anyāyenārtha-sañcayān",āśā pāśa śataiḥ baddhāḥ kāma krodha parāyaṇāḥ īhante kāma bhoga artham anyāyena artha sañcayān
582,16.13,"इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम् ।
इदमस्तीदमपि मे भविष्यति पुनर्धनम् ॥ १६.१३ ॥","idam adya mayā labdham
imaṁ prāpsye manoratham
idam astīdam api me
bhaviṣyati punar dhanam",idam adya mayā labdham imam prāpsye manaḥ ratham idam asti idam api me bhaviṣyati punaḥ dhanam
583,16.14,"असौ मया हतः शत्रुर्हनिष्ये चापरानपि ।
ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी ॥ १६.१४ ॥","asau mayā hataḥ śatrur
haniṣye cāparān api
īśvaro ’ham ahaṁ bhogī
siddho ’haṁ balavān sukhī",asau mayā hataḥ śatruḥ haniṣye ca aparān api īśvaraḥ aham aham bhogī siddhaḥ aham bala vān sukhī
584,16.15,"आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया ।
यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिताः ॥ १६.१५ ॥","āḍhyo ’bhijanavān asmi
ko ’nyo ’sti sadṛśo mayā
yakṣye dāsyāmi modiṣya
ity ajñāna-vimohitāḥ",āḍhyaḥ abhijana vān asmi kaḥ anyaḥ asti sadṛśaḥ mayā yakṣye dāsyāmi modiṣye iti ajñāna vimohitāḥ
585,16.16,"अनेकचित्तविभ्रान्ता मोहजालसमावृताः ।
प्रसक्ताः कामभोगेषु पतन्ति नरकेऽशुचौ ॥ १६.१६ ॥","aneka-citta-vibhrāntā
moha-jāla-samāvṛtāḥ
prasaktāḥ kāma-bhogeṣu
patanti narake ’śucau",aneka citta vibhrāntāḥ moha jāla samāvṛtāḥ prasaktāḥ kāma bhogeṣu patanti narake aśucau
586,16.17,"आत्मसंभाविताः स्तब्धा धनमानमदान्विताः ।
यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम् ॥ १६.१७ ॥","ātma-sambhāvitāḥ stabdhā
dhana-māna-madānvitāḥ
yajante nāma-yajñais te
dambhenāvidhi-pūrvakam",ātma sambhāvitāḥ stabdhāḥ dhana māna mada anvitāḥ yajante nāma yajñaiḥ te dambhena avidhi pūrvakam
587,16.18,"अहंकारं बलं दर्पं कामं क्रोधं च संश्रिताः ।
मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयकाः ॥ १६.१८ ॥","ahaṅkāraṁ balaṁ darpaṁ
kāmaṁ krodhaṁ ca saṁśritāḥ
mām ātma-para-deheṣu
pradviṣanto ’bhyasūyakāḥ",ahaṅkāram balam darpam kāmam krodham ca saṁśritāḥ mām ātma para deheṣu pradviṣantaḥ abhyasūyakāḥ
588,16.19,"तानहं द्विषतः क्रुरान्संसारेषु नराधमान् ।
क्षिपाम्यजस्रमशुभानासुरीष्वेव योनिषु ॥ १६.१९ ॥","tān ahaṁ dviṣataḥ krūrān
saṁsāreṣu narādhamān
kṣipāmy ajasram aśubhān
āsurīṣv eva yoniṣu",tān aham dviṣataḥ krūrān saṁsāreṣu nara adhamān kṣipāmi ajasram aśubhān āsurīṣu eva yoniṣu
589,16.20,"आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि ।
मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम् ॥ १६.२० ॥","āsurīṁ yonim āpannā
mūḍhā janmani janmani
mām aprāpyaiva kaunteya
tato yānty adhamāṁ gatim",āsurīm yonim āpannāḥ mūḍhāḥ janmani janmani mām aprāpya eva kaunteya tataḥ yānti adhamām gatim
590,16.21,"त्रिविधं नरकस्येदं द्वारं नाशनमात्मनः ।
कामः क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत् ॥ १६.२१ ॥","tri-vidhaṁ narakasyedaṁ
dvāraṁ nāśanam ātmanaḥ
kāmaḥ krodhas tathā lobhas
tasmād etat trayaṁ tyajet",tri vidham narakasya idam dvāram nāśanam ātmanaḥ kāmaḥ krodhaḥ tathā lobhaḥ tasmāt etat trayam tyajet
591,16.22,"एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः ।
आचरत्यात्मनः श्रेयस्ततो याति परां गतिम् ॥ १६.२२ ॥","etair vimuktaḥ kaunteya
tamo-dvārais tribhir naraḥ
ācaraty ātmanaḥ śreyas
tato yāti parāṁ gatim",etaiḥ vimuktaḥ kaunteya tamaḥ dvāraiḥ tribhiḥ naraḥ ācarati ātmanaḥ śreyaḥ tataḥ yāti parām gatim
